Date,Suite,N,MeanNetPnL,MedianNetPnL,HitRate,NonFlatHitRate
2024-04-30,QQQ,396,-0.0005963903147186608,0.0,0.6464646464646465,0.4444444444444444
2024-05-31,QQQ,396,-0.0012232572538437502,-0.0,0.6085858585858586,0.4483985765124555
2024-06-28,QQQ,396,0.0013721441682284323,0.0,0.7222222222222222,0.5970695970695971
2024-07-31,QQQ,396,-0.003769714824360762,0.0,0.5782828282828283,0.42214532871972316
2024-08-30,QQQ,396,-0.011941210200911517,-0.005975144395925933,0.43434343434343436,0.1971326164874552
2024-09-30,QQQ,396,-0.0028208743773525872,0.0,0.6035353535353535,0.4452296819787986
2024-10-31,QQQ,396,0.0010873703865820878,0.0,0.7272727272727273,0.6326530612244898
2024-11-29,QQQ,396,-0.0009717227246667552,-0.0,0.6515151515151515,0.519163763066202
2024-12-31,QQQ,396,-0.0003722691290956329,0.0,0.6616161616161617,0.5231316725978647
2025-01-31,QQQ,396,0.0010857166222050343,0.0,0.6691919191919192,0.541958041958042
2025-02-28,QQQ,396,-0.006068808369601481,-0.0010818430137345299,0.49747474747474746,0.3254237288135593
2025-03-31,QQQ,396,0.001917867985817142,0.0,0.7803030303030303,0.6813186813186813
2025-04-30,QQQ,396,0.00442250266630502,0.0,0.803030303030303,0.706766917293233
2025-05-30,QQQ,396,0.005755246643084082,0.0037115658616274955,0.8762626262626263,0.8327645051194539
2025-06-30,QQQ,396,-0.009722722170024392,-0.006944417337430478,0.398989898989899,0.2119205298013245
2025-07-31,QQQ,396,-0.015547363808076238,-0.010847832403007164,0.3712121212121212,0.19155844155844157
2025-08-29,QQQ,396,-0.004269020455184402,-0.0008934132831779347,0.5,0.3377926421404682
2025-09-30,QQQ,396,-0.0009311034749359177,0.0,0.6363636363636364,0.5384615384615384
2024-04-30,SPY,396,0.00014505520269048224,0.0,0.6742424242424242,0.47560975609756095
2024-05-31,SPY,396,-0.001506871025907112,-0.0,0.6313131313131313,0.44696969696969696
2024-06-28,SPY,396,0.0002227357349000401,0.0,0.6868686868686869,0.5355805243445693
2024-07-31,SPY,396,-0.006071038150814599,-0.0001095814685810252,0.5151515151515151,0.323943661971831
2024-08-30,SPY,396,-0.013356434707431348,-0.008752225144424287,0.4090909090909091,0.176056338028169
2024-09-30,SPY,396,-0.003934774898978985,0.0,0.5606060606060606,0.37410071942446044
2024-10-31,SPY,396,0.0006680890758442318,-0.0,0.7196969696969697,0.6172413793103448
2024-11-29,SPY,396,-0.0025697018547427408,0.0,0.5580808080808081,0.40878378378378377
2024-12-31,SPY,396,-0.0009590706247641353,0.0,0.6641414141414141,0.5283687943262412
2025-01-31,SPY,396,-0.0004923673756303526,0.0,0.6186868686868687,0.47017543859649125
2025-02-28,SPY,396,-0.008854920439102458,-0.006296723354653286,0.42676767676767674,0.21724137931034482
2025-03-31,SPY,396,0.0016927663533457913,0.0,0.7575757575757576,0.6483516483516484
2025-04-30,SPY,396,0.004172712723499816,-0.0,0.7727272727272727,0.6819787985865724
2025-05-30,SPY,396,0.004673837703554355,0.002358049027139165,0.8383838383838383,0.7830508474576271
2025-06-30,SPY,396,-0.006338876374645004,-0.003470993394478641,0.4494949494949495,0.2875816993464052
2025-07-31,SPY,396,-0.01666339796023478,-0.01245855271341303,0.34595959595959597,0.16181229773462782
2025-08-29,SPY,396,-0.0053201090468449575,-0.002983351963881185,0.45454545454545453,0.2871287128712871
2025-09-30,SPY,396,0.0003015457236380402,0.0,0.6666666666666666,0.5714285714285714
