Ticker,Date,Market,Sector,Size,Model,Threshold,Band,ProbaUp,Decision,ExcessRetNext,NetPnL,Suite,SignalDate
FHB,2024-04-30,QQQ,XLF,IJR,RF,0.65,0.04,0.5664151431841953,-1,0.019531313999994183,-0.020531313999994184,QQQ,2024-04-30
AHCO,2024-04-30,QQQ,XLB,MDY,LR,0.55,0.1,0.42287568740307374,-1,0.020574318441543487,-0.021574318441543488,QQQ,2024-04-30
SNDR,2024-04-30,QQQ,XLI,MDY,RF,0.625,0.04,0.5586550713216865,-1,0.023094810746893565,-0.024094810746893566,QQQ,2024-04-30
STEL,2024-04-30,QQQ,XLF,IJR,RF,0.65,0.06,0.4963700072651585,-1,0.023764316103381103,-0.024764316103381104,QQQ,2024-04-30
CRSR,2024-04-30,QQQ,XLK,IJR,RF,0.65,0.02,0.5004765085436106,-1,0.0246534361485335,-0.0256534361485335,QQQ,2024-04-30
GDYN,2024-04-30,QQQ,XLY,MDY,RF,0.65,0.1,0.3968991919862203,-1,0.025925613149956714,-0.026925613149956715,QQQ,2024-04-30
KREF,2024-04-30,QQQ,XLRE,MDY,RF,0.625,0.02,0.5259774421041484,-1,0.02665273042881547,-0.02765273042881547,QQQ,2024-04-30
EYE,2024-04-30,QQQ,XLY,MDY,RF,0.65,0.02,0.5696001343775944,-1,0.027411161459027392,-0.028411161459027393,QQQ,2024-04-30
XPEL,2024-04-30,QQQ,XLI,MDY,RF,0.65,0.02,0.4457176654689174,-1,0.028960860513181953,-0.029960860513181954,QQQ,2024-04-30
THRY,2024-04-30,QQQ,XLI,MDY,LR,0.65,0.02,0.24690779483348826,-1,0.03585634714445549,-0.036856347144455494,QQQ,2024-04-30
EXPI,2024-04-30,QQQ,XLY,MDY,RF,0.575,0.02,0.5004567422153307,-1,0.03633638625925313,-0.03733638625925313,QQQ,2024-04-30
GSHD,2024-04-30,QQQ,XLI,,RF,0.575,0.04,0.44898555253421985,-1,0.04676912596005095,-0.04776912596005095,QQQ,2024-04-30
VIR,2024-04-30,QQQ,XLY,,LR,0.55,0.02,0.30634995692583805,-1,0.04857089670003402,-0.04957089670003402,QQQ,2024-04-30
SDGR,2024-04-30,QQQ,XLY,MDY,RF,0.6,0.08,0.5043273745450931,-1,0.05070813291191365,-0.05170813291191365,QQQ,2024-04-30
